Unnamed: 0.1,ms.value,dt_conf.value,dt_s.value,dtnorm.value,dtnorm_label.value,country.value,loc_wkt.value,oms.value,Unnamed: 0,source,source_id,prediction,ms_record_id.value,ms_source_id.value,site_hyper_id
8342,https://minmod.isi.edu/resource/mrds10048462,0.0269853938370943,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-122.985 40.45374),,700.0,MRDS,10048462,795.0,10048462,MRDS,https://minmod.isi.edu/resource/795
8568,https://minmod.isi.edu/resource/httpsw3idorgusgsz4530692hcuf4gst1,0.0761341899633407,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q481,U-M intrusion nickel-copper- PGE,United States,POINT(-93.10603 46.697),https://minmod.isi.edu/resource/mrds10038424,2853.0,https://w3id.org/usgs/z/4530692/HCUF4GST,1,14.0,1,https://w3id.org/usgs/z/4530692/HCUF4GST,https://minmod.isi.edu/resource/14
8963,https://minmod.isi.edu/resource/mrds10252562,0.0251194406300783,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q481,U-M intrusion nickel-copper- PGE,United States,POINT (-121.38042 48.59402),https://minmod.isi.edu/resource/mrds10047996,2269.0,MRDS,10252562,459.0,10252562,MRDS,https://minmod.isi.edu/resource/459
8988,https://minmod.isi.edu/resource/site__nye-basin__mudd-and-jowitt-2022-nickel__tech-rep-2009-06-nev,1.0,expert,https://minmod.isi.edu/resource/Q478,U-M layered intrusion nickel- copper-PGE,USA,POINT (-109.8 45.37),,2855.0,Mudd-and-Jowitt-2022-Nickel/Tech Rep 2009-06 (Nev),Nye Basin,2086.0,Nye Basin,Mudd-and-Jowitt-2022-Nickel/Tech Rep 2009-06 (Nev),https://minmod.isi.edu/resource/2086
9117,https://minmod.isi.edu/resource/mrds10056247,0.0262493882328271,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-110.0333 45.39353),https://minmod.isi.edu/resource/mrds10042344,759.0,MRDS,10056247,102.0,10056247,MRDS,https://minmod.isi.edu/resource/102
9138,https://minmod.isi.edu/resource/mrds10293997,0.0260757207870483,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-112.42617 45.0807),,2536.0,MRDS,10293997,399.0,10293997,MRDS,https://minmod.isi.edu/resource/399
9230,https://minmod.isi.edu/resource/mrds10056252,0.0330191552639007,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-110.10858 45.44714),https://minmod.isi.edu/resource/mrds10048512,764.0,MRDS,10056252,1524.0,10056252,MRDS,https://minmod.isi.edu/resource/1524
9297,https://minmod.isi.edu/resource/mrds10041660,0.0259178094565868,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-119.61255 48.47316),https://minmod.isi.edu/resource/mrds10155562,643.0,MRDS,10041660,1107.0,10041660,MRDS,https://minmod.isi.edu/resource/1107
9329,https://minmod.isi.edu/resource/mrds10048496,0.029307123273611,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-109.62488 47.03471),,703.0,MRDS,10048496,1086.0,10048496,MRDS,https://minmod.isi.edu/resource/1086
9429,https://minmod.isi.edu/resource/mrds10221705,0.030188551172614,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-115.81274 48.25017),,2082.0,MRDS,10221705,1756.0,10221705,MRDS,https://minmod.isi.edu/resource/1756
